source city,source country,source cont.,dest. city,dest. country,dest. cont.,active
Andahuaylas,Peru,S. A,Lima,Peru,S. A,Y
Ayacucho,Peru,S. A,Lima,Peru,S. A,Y
Cuzco,Peru,S. A,Lima,Peru,S. A,Y
Cuzco,Peru,S. A,Puerto Maldonado,Peru,S. A,Y
Huánuco,Peru,S. A,Lima,Peru,S. A,Y
Iquitos,Peru,S. A,Pucallpa,Peru,S. A,Y
Iquitos,Peru,S. A,Tarapoto,Peru,S. A,Y
Lima,Peru,S. A,Andahuaylas,Peru,S. A,Y
Lima,Peru,S. A,Ayacucho,Peru,S. A,Y
Lima,Peru,S. A,Cuzco,Peru,S. A,Y
Lima,Peru,S. A,Huánuco,Peru,S. A,Y
Lima,Peru,S. A,Pucallpa,Peru,S. A,Y
Lima,Peru,S. A,Tarapoto,Peru,S. A,Y
Pucallpa,Peru,S. A,Iquitos,Peru,S. A,Y
Pucallpa,Peru,S. A,Lima,Peru,S. A,Y
Pucallpa,Peru,S. A,Tarapoto,Peru,S. A,Y
Puerto Maldonado,Peru,S. A,Cuzco,Peru,S. A,Y
Tarapoto,Peru,S. A,Iquitos,Peru,S. A,Y
Tarapoto,Peru,S. A,Lima,Peru,S. A,Y
Tarapoto,Peru,S. A,Pucallpa,Peru,S. A,Y
Cotonou,Benin,AF.,Lome,Togo,AF.,Y
Lome,Togo,AF.,Cotonou,Benin,AF.,Y
Cuenca,Ecuador,S. A,Quito,Ecuador,S. A,Y
Galapagos,Ecuador,S. A,Guayaquil,Ecuador,S. A,Y
Galapagos,Ecuador,S. A,Quito,Ecuador,S. A,Y
Guayaquil,Ecuador,S. A,Galapagos,Ecuador,S. A,Y
Guayaquil,Ecuador,S. A,San Cristóbal,Ecuador,S. A,Y
Guayaquil,Ecuador,S. A,Quito,Ecuador,S. A,Y
Manta,Ecuador,S. A,Quito,Ecuador,S. A,Y
Coca,Ecuador,S. A,Quito,Ecuador,S. A,Y
San Cristóbal,Ecuador,S. A,Guayaquil,Ecuador,S. A,Y
San Cristóbal,Ecuador,S. A,Quito,Ecuador,S. A,Y
Quito,Ecuador,S. A,Cuenca,Ecuador,S. A,Y
Quito,Ecuador,S. A,Galapagos,Ecuador,S. A,Y
Quito,Ecuador,S. A,Guayaquil,Ecuador,S. A,Y
Quito,Ecuador,S. A,Manta,Ecuador,S. A,Y
Quito,Ecuador,S. A,Coca,Ecuador,S. A,Y
Quito,Ecuador,S. A,San Cristóbal,Ecuador,S. A,Y
Antalya,Turkey,AS.,Geneva,Switzerland,EU.,Y
Brindisi,Italy,EU.,Bern,Switzerland,EU.,Y
Brindisi,Italy,EU.,Zurich,Switzerland,EU.,Y
Bari,Italy,EU.,Zurich,Switzerland,EU.,Y
Bern,Switzerland,EU.,Brindisi,Italy,EU.,Y
Bern,Switzerland,EU.,Catania,Italy,EU.,Y
Bern,Switzerland,EU.,Heringsdorf,Germany,EU.,Y
Bern,Switzerland,EU.,Heraklion,Greece,EU.,Y
Bern,Switzerland,EU.,Palma de Mallorca,Spain,EU.,Y
Bern,Switzerland,EU.,Rhodos,Greece,EU.,Y
Bristol,United Kingdom,EU.,Zurich,Switzerland,EU.,Y
Calvi,France,EU.,Zurich,Switzerland,EU.,Y
Catania,Italy,EU.,Bern,Switzerland,EU.,Y
Fuerteventura,Spain,EU.,Geneva,Switzerland,EU.,Y
Geneva,Switzerland,EU.,Las Palmas,Spain,EU.,Y
Geneva,Switzerland,EU.,Antalya,Turkey,AS.,Y
Geneva,Switzerland,EU.,Heraklion,Greece,EU.,Y
Geneva,Switzerland,EU.,Kos,Greece,EU.,Y
Geneva,Switzerland,EU.,Larnaca,Cyprus,EU.,Y
Geneva,Switzerland,EU.,Gran Canaria,Spain,EU.,Y
Heringsdorf,Germany,EU.,Bern,Switzerland,EU.,Y
Heringsdorf,Germany,EU.,Zurich,Switzerland,EU.,Y
Heraklion,Greece,EU.,Bern,Switzerland,EU.,Y
Heraklion,Greece,EU.,Geneva,Switzerland,EU.,Y
Inverness,United Kingdom,EU.,Zurich,Switzerland,EU.,Y
Kos,Greece,EU.,Bern,Switzerland,EU.,Y
Larnaca,Cyprus,EU.,Geneva,Switzerland,EU.,Y
Palma de Mallorca,Spain,EU.,Bern,Switzerland,EU.,Y
Rhodos,Greece,EU.,Geneva,Switzerland,EU.,Y
Laage,Germany,EU.,Zurich,Switzerland,EU.,Y
Lamezia,Italy,EU.,Zurich,Switzerland,EU.,Y
Tenerife,Spain,EU.,Geneva,Switzerland,EU.,Y
Zurich,Switzerland,EU.,Brindisi,Italy,EU.,Y
Zurich,Switzerland,EU.,Bari,Italy,EU.,Y
Zurich,Switzerland,EU.,Bristol,United Kingdom,EU.,Y
Zurich,Switzerland,EU.,Calvi,France,EU.,Y
Zurich,Switzerland,EU.,Heringsdorf,Germany,EU.,Y
Zurich,Switzerland,EU.,Inverness,United Kingdom,EU.,Y
Zurich,Switzerland,EU.,Laage,Germany,EU.,Y
Zurich,Switzerland,EU.,Lamezia,Italy,EU.,Y
Arvidsjaur,Sweden,EU.,Lycksele,Sweden,EU.,Y
Stockholm,Sweden,EU.,Gallivare,Sweden,EU.,Y
Stockholm,Sweden,EU.,Halmstad,Sweden,EU.,Y
Stockholm,Sweden,EU.,Lycksele,Sweden,EU.,Y
Stockholm,Sweden,EU.,Visby,Sweden,EU.,Y
Stockholm,Sweden,EU.,Vilhelmina,Sweden,EU.,Y
Gallivare,Sweden,EU.,Stockholm,Sweden,EU.,Y
Halmstad,Sweden,EU.,Stockholm,Sweden,EU.,Y
Hemavan,Sweden,EU.,Vilhelmina,Sweden,EU.,Y
Lycksele,Sweden,EU.,Arvidsjaur,Sweden,EU.,Y
Lycksele,Sweden,EU.,Stockholm,Sweden,EU.,Y
Visby,Sweden,EU.,Stockholm,Sweden,EU.,Y
Visby,Sweden,EU.,Vilhelmina,Sweden,EU.,Y
Vilhelmina,Sweden,EU.,Stockholm,Sweden,EU.,Y
Vilhelmina,Sweden,EU.,Hemavan,Sweden,EU.,Y
Vilhelmina,Sweden,EU.,Visby,Sweden,EU.,Y
Kodiak,United States,N. A,Amook Bay,United States,N. A,Y
Kodiak,United States,N. A,Kitoi Bay,United States,N. A,Y
Kodiak,United States,N. A,Larsen Bay,United States,N. A,Y
Kodiak,United States,N. A,Ouzinkie,United States,N. A,Y
Kodiak,United States,N. A,Port Bailey,United States,N. A,Y
Kodiak,United States,N. A,Old Harbor,United States,N. A,Y
Amook Bay,United States,N. A,Zachar Bay,United States,N. A,Y
Larsen Bay,United States,N. A,Karluk,United States,N. A,Y
Ouzinkie,United States,N. A,Port Lions,United States,N. A,Y
Bacolod,Philippines,AS.,Cebu,Philippines,AS.,Y
Bacolod,Philippines,AS.,Manila,Philippines,AS.,Y
Basco,Philippines,AS.,Manila,Philippines,AS.,Y
Butuan,Philippines,AS.,Cebu,Philippines,AS.,Y
Butuan,Philippines,AS.,Manila,Philippines,AS.,Y
Cotabato,Philippines,AS.,Manila,Philippines,AS.,Y
Cebu,Philippines,AS.,Bacolod,Philippines,AS.,Y
Cebu,Philippines,AS.,Butuan,Philippines,AS.,Y
Cebu,Philippines,AS.,Ladag,Philippines,AS.,Y
Cebu,Philippines,AS.,Davao,Philippines,AS.,Y
Cebu,Philippines,AS.,Iloilo,Philippines,AS.,Y
Cebu,Philippines,AS.,Manila,Philippines,AS.,Y
Cebu,Philippines,AS.,Caticlan,Philippines,AS.,Y
Cebu,Philippines,AS.,Ozamis,Philippines,AS.,Y
Cebu,Philippines,AS.,Puerto Princesa,Philippines,AS.,Y
Cebu,Philippines,AS.,Tacloban,Philippines,AS.,Y
Cebu,Philippines,AS.,Busuanga,Philippines,AS.,Y
Cebu,Philippines,AS.,Zamboanga,Philippines,AS.,Y
Ladag,Philippines,AS.,Cebu,Philippines,AS.,Y
Ladag,Philippines,AS.,Davao,Philippines,AS.,Y
Ladag,Philippines,AS.,Manila,Philippines,AS.,Y
Catarman,Philippines,AS.,Manila,Philippines,AS.,Y
Calbayog City,Philippines,AS.,Manila,Philippines,AS.,Y
Dumaguete,Philippines,AS.,Manila,Philippines,AS.,Y
Dipolog,Philippines,AS.,Manila,Philippines,AS.,Y
Davao,Philippines,AS.,Cebu,Philippines,AS.,Y
Davao,Philippines,AS.,Ladag,Philippines,AS.,Y
Davao,Philippines,AS.,Manila,Philippines,AS.,Y
Davao,Philippines,AS.,Zamboanga,Philippines,AS.,Y
General Santos City,Philippines,AS.,Iloilo,Philippines,AS.,Y
General Santos City,Philippines,AS.,Manila,Philippines,AS.,Y
Iloilo,Philippines,AS.,Cebu,Philippines,AS.,Y
Iloilo,Philippines,AS.,General Santos City,Philippines,AS.,Y
Iloilo,Philippines,AS.,Manila,Philippines,AS.,Y
Iloilo,Philippines,AS.,Puerto Princesa,Philippines,AS.,Y
Jolo,Philippines,AS.,Zamboanga,Philippines,AS.,Y
Kalibo,Philippines,AS.,Manila,Philippines,AS.,Y
Kuala Lumpur,Malaysia,AS.,Manila,Philippines,AS.,Y
Laoag,Philippines,AS.,Manila,Philippines,AS.,Y
Legazpi,Philippines,AS.,Manila,Philippines,AS.,Y
Masbate,Philippines,AS.,Manila,Philippines,AS.,Y
Manila,Philippines,AS.,Bacolod,Philippines,AS.,Y
Manila,Philippines,AS.,Basco,Philippines,AS.,Y
Manila,Philippines,AS.,Butuan,Philippines,AS.,Y
Manila,Philippines,AS.,Cotabato,Philippines,AS.,Y
Manila,Philippines,AS.,Cebu,Philippines,AS.,Y
Manila,Philippines,AS.,Ladag,Philippines,AS.,Y
Manila,Philippines,AS.,Catarman,Philippines,AS.,Y
Manila,Philippines,AS.,Calbayog City,Philippines,AS.,Y
Manila,Philippines,AS.,Dumaguete,Philippines,AS.,Y
Manila,Philippines,AS.,Dipolog,Philippines,AS.,Y
Manila,Philippines,AS.,Davao,Philippines,AS.,Y
Manila,Philippines,AS.,General Santos City,Philippines,AS.,Y
Manila,Philippines,AS.,Iloilo,Philippines,AS.,Y
Manila,Philippines,AS.,Kalibo,Philippines,AS.,Y
Manila,Philippines,AS.,Kuala Lumpur,Malaysia,AS.,Y
Manila,Philippines,AS.,Laoag,Philippines,AS.,Y
Manila,Philippines,AS.,Legazpi,Philippines,AS.,Y
Manila,Philippines,AS.,Masbate,Philippines,AS.,Y
Manila,Philippines,AS.,Caticlan,Philippines,AS.,Y
Manila,Philippines,AS.,Ozamis,Philippines,AS.,Y
Manila,Philippines,AS.,Puerto Princesa,Philippines,AS.,Y
Manila,Philippines,AS.,Roxas City,Philippines,AS.,Y
Manila,Philippines,AS.,Singapore,Singapore,AS.,Y
Manila,Philippines,AS.,Sangley Point,Philippines,AS.,Y
Manila,Philippines,AS.,Tacloban,Philippines,AS.,Y
Manila,Philippines,AS.,Tagbilaran,Philippines,AS.,Y
Manila,Philippines,AS.,Tuguegarao,Philippines,AS.,Y
Manila,Philippines,AS.,Busuanga,Philippines,AS.,Y
Manila,Philippines,AS.,Naga,Philippines,AS.,Y
Manila,Philippines,AS.,Zamboanga,Philippines,AS.,Y
Caticlan,Philippines,AS.,Cebu,Philippines,AS.,Y
Caticlan,Philippines,AS.,Manila,Philippines,AS.,Y
Ozamis,Philippines,AS.,Cebu,Philippines,AS.,Y
Ozamis,Philippines,AS.,Manila,Philippines,AS.,Y
Puerto Princesa,Philippines,AS.,Cebu,Philippines,AS.,Y
Puerto Princesa,Philippines,AS.,Iloilo,Philippines,AS.,Y
Puerto Princesa,Philippines,AS.,Manila,Philippines,AS.,Y
Puerto Princesa,Philippines,AS.,Busuanga,Philippines,AS.,Y
Roxas City,Philippines,AS.,Manila,Philippines,AS.,Y
Singapore,Singapore,AS.,Manila,Philippines,AS.,Y
Sangley Point,Philippines,AS.,Manila,Philippines,AS.,Y
Tacloban,Philippines,AS.,Cebu,Philippines,AS.,Y
Tacloban,Philippines,AS.,Manila,Philippines,AS.,Y
Tagbilaran,Philippines,AS.,Manila,Philippines,AS.,Y
Tuguegarao,Philippines,AS.,Manila,Philippines,AS.,Y
Busuanga,Philippines,AS.,Cebu,Philippines,AS.,Y
Busuanga,Philippines,AS.,Manila,Philippines,AS.,Y
Busuanga,Philippines,AS.,Puerto Princesa,Philippines,AS.,Y
Naga,Philippines,AS.,Manila,Philippines,AS.,Y
Zamboanga,Philippines,AS.,Cebu,Philippines,AS.,Y
Zamboanga,Philippines,AS.,Davao,Philippines,AS.,Y
Zamboanga,Philippines,AS.,Jolo,Philippines,AS.,Y
Zamboanga,Philippines,AS.,Manila,Philippines,AS.,Y
Helsinki,Finland,EU.,Pori,Finland,EU.,Y
Pori,Finland,EU.,Helsinki,Finland,EU.,Y
Craig,United States,N. A,Hollis,United States,N. A,Y
Craig,United States,N. A,Ketchikan,United States,N. A,Y
Hollis,United States,N. A,Craig,United States,N. A,Y
Hollis,United States,N. A,Thorne Bay,United States,N. A,Y
Hollis,United States,N. A,Ketchikan,United States,N. A,Y
Thorne Bay,United States,N. A,Hollis,United States,N. A,Y
Thorne Bay,United States,N. A,Ketchikan,United States,N. A,Y
Ketchikan,United States,N. A,Craig,United States,N. A,Y
Ketchikan,United States,N. A,Hollis,United States,N. A,Y
Ketchikan,United States,N. A,Thorne Bay,United States,N. A,Y
Ketchikan,United States,N. A,Metakatla,United States,N. A,Y
Metakatla,United States,N. A,Ketchikan,United States,N. A,Y
Accra,Ghana,AF.,Banjul,Gambia,AF.,Y
Accra,Ghana,AF.,Monrovia,Liberia,AF.,Y
Barcelona,Spain,EU.,Banjul,Gambia,AF.,Y
Banjul,Gambia,AF.,Accra,Ghana,AF.,Y
Banjul,Gambia,AF.,Barcelona,Spain,EU.,Y
Banjul,Gambia,AF.,Dakar,Senegal,AF.,Y
Banjul,Gambia,AF.,Freetown,Sierra Leone,AF.,Y
Banjul,Gambia,AF.,London,United Kingdom,EU.,Y
Dakar,Senegal,AF.,Banjul,Gambia,AF.,Y
Dakar,Senegal,AF.,Freetown,Sierra Leone,AF.,Y
Freetown,Sierra Leone,AF.,Banjul,Gambia,AF.,Y
Freetown,Sierra Leone,AF.,Dakar,Senegal,AF.,Y
Freetown,Sierra Leone,AF.,London,United Kingdom,EU.,Y
Freetown,Sierra Leone,AF.,Monrovia,Liberia,AF.,Y
London,United Kingdom,EU.,Banjul,Gambia,AF.,Y
London,United Kingdom,EU.,Freetown,Sierra Leone,AF.,Y
Monrovia,Liberia,AF.,Accra,Ghana,AF.,Y
Monrovia,Liberia,AF.,Freetown,Sierra Leone,AF.,Y
Akulivik,Canada,N. A,Ivujivik,Canada,N. A,N
Akulivik,Canada,N. A,Puvirnituq,Canada,N. A,N
Kangiqsualujjuaq,Canada,N. A,Quujjuaq,Canada,N. A,N
La Grande Riviere,Canada,N. A,Kuujjuarapik,Canada,N. A,N
La Grande Riviere,Canada,N. A,Puvirnituq,Canada,N. A,N
La Grande Riviere,Canada,N. A,Montreal,Canada,N. A,N
Kuujjuarapik,Canada,N. A,La Grande Riviere,Canada,N. A,N
Kuujjuarapik,Canada,N. A,Sanikiluaq,Canada,N. A,N
Kuujjuarapik,Canada,N. A,Umiujaq,Canada,N. A,N
Kuujjuarapik,Canada,N. A,Montreal,Canada,N. A,N
Kuujjuarapik,Canada,N. A,Rouyn,Canada,N. A,N
Ivujivik,Canada,N. A,Akulivik,Canada,N. A,N
Ivujivik,Canada,N. A,Salluit,Canada,N. A,N
Kangirsuk,Canada,N. A,Aupaluk,Canada,N. A,N
Kangirsuk,Canada,N. A,Quaqtaq,Canada,N. A,N
Kangirsuk,Canada,N. A,Quujjuaq,Canada,N. A,N
Schefferville,Canada,N. A,Quebec,Canada,N. A,N
Schefferville,Canada,N. A,Quujjuaq,Canada,N. A,N
Schefferville,Canada,N. A,Wabush,Canada,N. A,N
Schefferville,Canada,N. A,Sept-iles,Canada,N. A,N
Inukjuak,Canada,N. A,Puvirnituq,Canada,N. A,N
Inukjuak,Canada,N. A,Umiujaq,Canada,N. A,N
Inukjuak,Canada,N. A,Quujjuaq,Canada,N. A,N
Aupaluk,Canada,N. A,Kangirsuk,Canada,N. A,N
Aupaluk,Canada,N. A,Tasiujaq,Canada,N. A,N
Aupaluk,Canada,N. A,Quujjuaq,Canada,N. A,N
Puvirnituq,Canada,N. A,Akulivik,Canada,N. A,N
Puvirnituq,Canada,N. A,La Grande Riviere,Canada,N. A,N
Puvirnituq,Canada,N. A,Inukjuak,Canada,N. A,N
Puvirnituq,Canada,N. A,Quujjuaq,Canada,N. A,N
Quebec,Canada,N. A,Schefferville,Canada,N. A,N
Quebec,Canada,N. A,Montreal,Canada,N. A,N
Quaqtaq,Canada,N. A,Kangirsuk,Canada,N. A,N
Quaqtaq,Canada,N. A,Kangiqsujuaq,Canada,N. A,N
Sanikiluaq,Canada,N. A,Kuujjuarapik,Canada,N. A,N
Sanikiluaq,Canada,N. A,Umiujaq,Canada,N. A,N
Tasiujaq,Canada,N. A,Aupaluk,Canada,N. A,N
Tasiujaq,Canada,N. A,Quujjuaq,Canada,N. A,N
Umiujaq,Canada,N. A,Kuujjuarapik,Canada,N. A,N
Umiujaq,Canada,N. A,Inukjuak,Canada,N. A,N
Umiujaq,Canada,N. A,Sanikiluaq,Canada,N. A,N
Montreal,Canada,N. A,La Grande Riviere,Canada,N. A,N
Montreal,Canada,N. A,Kuujjuarapik,Canada,N. A,N
Montreal,Canada,N. A,Quebec,Canada,N. A,N
Montreal,Canada,N. A,Rouyn,Canada,N. A,N
Rouyn,Canada,N. A,Kuujjuarapik,Canada,N. A,N
Rouyn,Canada,N. A,Montreal,Canada,N. A,N
Quujjuaq,Canada,N. A,Kangiqsualujjuaq,Canada,N. A,N
Quujjuaq,Canada,N. A,Kangirsuk,Canada,N. A,N
Quujjuaq,Canada,N. A,Schefferville,Canada,N. A,N
Quujjuaq,Canada,N. A,Inukjuak,Canada,N. A,N
Quujjuaq,Canada,N. A,Puvirnituq,Canada,N. A,N
Quujjuaq,Canada,N. A,Tasiujaq,Canada,N. A,N
Kangiqsujuaq,Canada,N. A,Quaqtaq,Canada,N. A,N
Kangiqsujuaq,Canada,N. A,Salluit,Canada,N. A,N
Wabush,Canada,N. A,Schefferville,Canada,N. A,N
Wabush,Canada,N. A,Sept-iles,Canada,N. A,N
Salluit,Canada,N. A,Ivujivik,Canada,N. A,N
Salluit,Canada,N. A,Kangiqsujuaq,Canada,N. A,N
Sept-iles,Canada,N. A,Schefferville,Canada,N. A,N
Sept-iles,Canada,N. A,Wabush,Canada,N. A,N
Berbera,Somalia,AF.,Djibouti,Djibouti,AF.,N
Berbera,Somalia,AF.,Mogadishu,Somalia,AF.,N
Dubai,United Arab Emirates,AS.,Berbera,Somalia,AF.,N
Jeddah,Saudi Arabia,AS.,Berbera,Somalia,AF.,N
Djibouti,Djibouti,AF.,Dubai,United Arab Emirates,AS.,N
Djibouti,Djibouti,AF.,Jeddah,Saudi Arabia,AS.,N
Djibouti,Djibouti,AF.,Mogadishu,Somalia,AF.,N
Mogadishu,Somalia,AF.,Berbera,Somalia,AF.,N
Mogadishu,Somalia,AF.,Djibouti,Djibouti,AF.,N
Mogadishu,Somalia,AF.,Nairobi,Kenya,AF.,N
Nairobi,Kenya,AF.,Mogadishu,Somalia,AF.,N
Bangkok,Thailand,AS.,Singapore,Singapore,AS.,Y
Guangzhou,China,AS.,Singapore,Singapore,AS.,Y
Haikou,China,AS.,Singapore,Singapore,AS.,Y
Hangzhou,China,AS.,Singapore,Singapore,AS.,Y
Phuket,Thailand,AS.,Singapore,Singapore,AS.,Y
Osaka,Japan,AS.,Manila,Philippines,AS.,Y
Kuala Lumpur,Malaysia,AS.,Singapore,Singapore,AS.,Y
Manila,Philippines,AS.,Osaka,Japan,AS.,Y
Manila,Philippines,AS.,Singapore,Singapore,AS.,Y
Penang,Malaysia,AS.,Singapore,Singapore,AS.,Y
Perth,Australia,O.,Singapore,Singapore,AS.,Y
Phnom-penh,Cambodia,AS.,Singapore,Singapore,AS.,Y
Siem-reap,Cambodia,AS.,Phnom-penh,Cambodia,AS.,Y
Ho Chi Minh City,Vietnam,AS.,Singapore,Singapore,AS.,Y
Singapore,Singapore,AS.,Bangkok,Thailand,AS.,Y
Singapore,Singapore,AS.,Guangzhou,China,AS.,Y
Singapore,Singapore,AS.,Haikou,China,AS.,Y
Singapore,Singapore,AS.,Hangzhou,China,AS.,Y
Singapore,Singapore,AS.,Phuket,Thailand,AS.,Y
Singapore,Singapore,AS.,Kuala Lumpur,Malaysia,AS.,Y
Singapore,Singapore,AS.,Manila,Philippines,AS.,Y
Singapore,Singapore,AS.,Penang,Malaysia,AS.,Y
Singapore,Singapore,AS.,Perth,Australia,O.,Y
Singapore,Singapore,AS.,Phnom-penh,Cambodia,AS.,Y
Singapore,Singapore,AS.,Siem-reap,Cambodia,AS.,Y
Singapore,Singapore,AS.,Ho Chi Minh City,Vietnam,AS.,Y
Singapore,Singapore,AS.,Shantou,China,AS.,Y
Shantou,China,AS.,Singapore,Singapore,AS.,Y
Altenrhein,Switzerland,EU.,Marina Di Campo,Italy,EU.,Y
Duesseldorf,Germany,EU.,Friedrichshafen,Germany,EU.,Y
Marina Di Campo,Italy,EU.,Altenrhein,Switzerland,EU.,Y
Marina Di Campo,Italy,EU.,Friedrichshafen,Germany,EU.,Y
Marina Di Campo,Italy,EU.,Geneva,Switzerland,EU.,Y
Marina Di Campo,Italy,EU.,Munich,Germany,EU.,Y
Marina Di Campo,Italy,EU.,Zurich,Switzerland,EU.,Y
Friedrichshafen,Germany,EU.,Duesseldorf,Germany,EU.,Y
Friedrichshafen,Germany,EU.,Marina Di Campo,Italy,EU.,Y
Friedrichshafen,Germany,EU.,Hamburg,Germany,EU.,Y
Friedrichshafen,Germany,EU.,Olbia,Italy,EU.,Y
Friedrichshafen,Germany,EU.,Pula,Croatia,EU.,Y
Friedrichshafen,Germany,EU.,Berlin,Germany,EU.,Y
Friedrichshafen,Germany,EU.,Zadar,Croatia,EU.,Y
Karlsruhe/Baden-Baden,Germany,EU.,Hamburg,Germany,EU.,Y
Graz,Austria,EU.,Zurich,Switzerland,EU.,Y
Geneva,Switzerland,EU.,Marina Di Campo,Italy,EU.,Y
Hamburg,Germany,EU.,Friedrichshafen,Germany,EU.,Y
Hamburg,Germany,EU.,Karlsruhe/Baden-Baden,Germany,EU.,Y
Menorca,Spain,EU.,Friedrichshafen,Germany,EU.,Y
Munich,Germany,EU.,Marina Di Campo,Italy,EU.,Y
Olbia,Italy,EU.,Friedrichshafen,Germany,EU.,Y
Pula,Croatia,EU.,Friedrichshafen,Germany,EU.,Y
Salzburg,Austria,EU.,Zurich,Switzerland,EU.,Y
Berlin,Germany,EU.,Friedrichshafen,Germany,EU.,Y
Zadar,Croatia,EU.,Friedrichshafen,Germany,EU.,Y
Zurich,Switzerland,EU.,Marina Di Campo,Italy,EU.,Y
Zurich,Switzerland,EU.,Graz,Austria,EU.,Y
Zurich,Switzerland,EU.,Salzburg,Austria,EU.,Y
Atlanta,United States,N. A,Lewisburg,United States,N. A,N
Atlanta,United States,N. A,Macon,United States,N. A,N
Atlanta,United States,N. A,Meridian,United States,N. A,N
Atlanta,United States,N. A,Muscle Shoals,United States,N. A,N
Atlanta,United States,N. A,Hattiesburg/Laurel,United States,N. A,N
Atlanta,United States,N. A,Tupelo,United States,N. A,N
Alice Town,Bahamas,N. A,Fort Lauderdale,United States,N. A,N
North Eleuthera,Bahamas,N. A,Fort Lauderdale,United States,N. A,N
Key West,United States,N. A,Fort Lauderdale,United States,N. A,N
Key West,United States,N. A,Fort Myers,United States,N. A,N
Key West,United States,N. A,Tampa,United States,N. A,N
Fort Lauderdale,United States,N. A,Alice Town,Bahamas,N. A,N
Fort Lauderdale,United States,N. A,North Eleuthera,Bahamas,N. A,N
Fort Lauderdale,United States,N. A,Key West,United States,N. A,N
Fort Lauderdale,United States,N. A,Freeport,Bahamas,N. A,N
Fort Lauderdale,United States,N. A,Great Exuma,Bahamas,N. A,N
Fort Lauderdale,United States,N. A,Governor's Harbor,Bahamas,N. A,N
Fort Lauderdale,United States,N. A,Orlando,United States,N. A,N
Fort Lauderdale,United States,N. A,Marsh Harbor,Bahamas,N. A,N
Fort Lauderdale,United States,N. A,Treasure Cay,Bahamas,N. A,N
Fort Lauderdale,United States,N. A,Tampa,United States,N. A,N
Freeport,Bahamas,N. A,Fort Lauderdale,United States,N. A,N
Great Exuma,Bahamas,N. A,Fort Lauderdale,United States,N. A,N
Governor's Harbor,Bahamas,N. A,Fort Lauderdale,United States,N. A,N
Greenville,United States,N. A,Tupelo,United States,N. A,N
Gainesville,United States,N. A,Orlando,United States,N. A,N
Gainesville,United States,N. A,Tampa,United States,N. A,N
Jacksonville,United States,N. A,Marsh Harbor,Bahamas,N. A,N
Jacksonville,United States,N. A,Tampa,United States,N. A,N
Lewisburg,United States,N. A,Atlanta,United States,N. A,N
Macon,United States,N. A,Atlanta,United States,N. A,N
Macon,United States,N. A,Orlando,United States,N. A,N
Orlando,United States,N. A,Fort Lauderdale,United States,N. A,N
Orlando,United States,N. A,Gainesville,United States,N. A,N
Orlando,United States,N. A,Macon,United States,N. A,N
Orlando,United States,N. A,Marsh Harbor,Bahamas,N. A,N
Orlando,United States,N. A,Pensacola,United States,N. A,N
Orlando,United States,N. A,Fort Myers,United States,N. A,N
Meridian,United States,N. A,Atlanta,United States,N. A,N
Marsh Harbor,Bahamas,N. A,Fort Lauderdale,United States,N. A,N
Marsh Harbor,Bahamas,N. A,Jacksonville,United States,N. A,N
Marsh Harbor,Bahamas,N. A,Orlando,United States,N. A,N
Marsh Harbor,Bahamas,N. A,West Palm Beach,United States,N. A,N
Muscle Shoals,United States,N. A,Atlanta,United States,N. A,N
West Palm Beach,United States,N. A,Marsh Harbor,Bahamas,N. A,N
West Palm Beach,United States,N. A,Tampa,United States,N. A,N
Hattiesburg/Laurel,United States,N. A,Atlanta,United States,N. A,N
Pensacola,United States,N. A,Orlando,United States,N. A,N
Pensacola,United States,N. A,Tampa,United States,N. A,N
Fort Myers,United States,N. A,Key West,United States,N. A,N
Fort Myers,United States,N. A,Orlando,United States,N. A,N
Treasure Cay,Bahamas,N. A,Fort Lauderdale,United States,N. A,N
Tallahassee,United States,N. A,Tampa,United States,N. A,N
Tampa,United States,N. A,Key West,United States,N. A,N
Tampa,United States,N. A,Fort Lauderdale,United States,N. A,N
Tampa,United States,N. A,Gainesville,United States,N. A,N
Tampa,United States,N. A,Jacksonville,United States,N. A,N
Tampa,United States,N. A,West Palm Beach,United States,N. A,N
Tampa,United States,N. A,Pensacola,United States,N. A,N
Tampa,United States,N. A,Tallahassee,United States,N. A,N
Tupelo,United States,N. A,Atlanta,United States,N. A,N
Tupelo,United States,N. A,Greenville,United States,N. A,N
Amsterdam,Netherlands,EU.,Casablanca,Morocco,AF.,Y
Amsterdam,Netherlands,EU.,El Aroui,Morocco,AF.,Y
Amsterdam,Netherlands,EU.,Tanger,Morocco,AF.,Y
Barcelona,Spain,EU.,Casablanca,Morocco,AF.,Y
Barcelona,Spain,EU.,El Aroui,Morocco,AF.,Y
Barcelona,Spain,EU.,Tanger,Morocco,AF.,Y
Bergamo,Italy,EU.,Casablanca,Morocco,AF.,Y
Bologna,Italy,EU.,Casablanca,Morocco,AF.,Y
Brussels,Belgium,EU.,Casablanca,Morocco,AF.,Y
Brussels,Belgium,EU.,El Aroui,Morocco,AF.,Y
Brussels,Belgium,EU.,Tanger,Morocco,AF.,Y
Cologne,Germany,EU.,El Aroui,Morocco,AF.,Y
Casablanca,Morocco,AF.,Amsterdam,Netherlands,EU.,Y
Casablanca,Morocco,AF.,Barcelona,Spain,EU.,Y
Casablanca,Morocco,AF.,Bergamo,Italy,EU.,Y
Casablanca,Morocco,AF.,Bologna,Italy,EU.,Y
